id,text,homeAway,participants,shootingPlay,pointsAttempted,period.number,athlete.id,coordinate.x,coordinate.y,type.categoryId,type.id,type.txt,scoringPlay,gameId
401823236113867306,Rachel Kaus missed Jumper.,away,[{'id': '5176408'}],True,2,1,5176408,34,14,1005,558,JumpShot,,401823236
401823236113867324,Mimi Rubino missed Layup.,home,[{'id': '4704428'}],True,2,1,4704428,24,1,1005,572,LayUpShot,,401823236
401823236113867372,Emily Pape missed Jumper.,away,[{'id': '5108938'}],True,2,1,5108938,14,3,1005,558,JumpShot,,401823236
401823236113867379,Martina Boba made Layup. Assisted by Maranda Nyborg.,home,"[{'id': '5174518'}, {'id': '4703747'}]",True,2,1,5174518,24,2,1002,572,LayUpShot,True,401823236
401823236113867430,Clarke Jackson missed Jumper.,away,[{'id': '5176410'}],True,2,1,5176410,25,17,1005,558,JumpShot,,401823236
401823236113867529,Nia Scott made Layup.,home,[{'id': '5174519'}],True,2,1,5174519,23,3,1002,572,LayUpShot,True,401823236
401823236113867535,Clarke Jackson missed Jumper.,away,[{'id': '5176410'}],True,2,1,5176410,25,12,1005,558,JumpShot,,401823236
401823236113867608,Nia Scott missed Layup.,home,[{'id': '5174519'}],True,2,1,5174519,22,2,1005,572,LayUpShot,,401823236
401823236113867731,Clarke Jackson made Layup. Assisted by Kelsey Langston.,away,"[{'id': '5176410'}, {'id': '5241812'}]",True,2,1,5176410,26,2,1002,572,LayUpShot,True,401823236
401823236113867796,Nia Scott missed Free Throw.,home,[{'id': '5174519'}],True,1,1,5174519,25,0,1004,540,MadeFreeThrow,,401823236
401823236113867853,Nia Scott made Free Throw.,home,[{'id': '5174519'}],True,1,1,5174519,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113867899,Rachel Kaus missed Layup.,away,[{'id': '5176408'}],True,2,1,5176408,28,2,1005,572,LayUpShot,,401823236
401823236113867989,Mimi Rubino missed Layup.,home,[{'id': '4704428'}],True,2,1,4704428,29,4,1005,572,LayUpShot,,401823236
401823236113868046,Paige Engels missed Three Point Jumper.,away,[{'id': '5241809'}],True,3,1,5241809,48,0,1006,558,JumpShot,,401823236
401823236113868377,Mimi Rubino missed Jumper.,home,[{'id': '4704428'}],True,2,1,4704428,32,16,1005,558,JumpShot,,401823236
401823236113868425,Ally Pape missed Three Point Jumper.,away,[{'id': '5313307'}],True,3,1,5313307,3,-2,1006,558,JumpShot,,401823236
401823236113868460,Rose Nelson made Layup. Assisted by Martina Boba.,home,"[{'id': '5107432'}, {'id': '5174518'}]",True,2,1,5107432,24,1,1002,572,LayUpShot,True,401823236
401823236113868498,Rose Nelson missed Free Throw.,home,[{'id': '5107432'}],True,1,1,5107432,25,0,1004,540,MadeFreeThrow,,401823236
401823236113868556,Nia Scott made Layup. Assisted by Izzy Adams.,home,"[{'id': '5174519'}, {'id': '5312952'}]",True,2,1,5174519,23,3,1002,572,LayUpShot,True,401823236
401823236113868628,Audrey Chen missed Layup.,away,[{'id': '5241811'}],True,2,1,5241811,28,2,1005,572,LayUpShot,,401823236
401823236113868647,Martina Boba made Three Point Jumper. Assisted by Nia Scott.,home,"[{'id': '5174518'}, {'id': '5174519'}]",True,3,1,5174518,48,1,1003,558,JumpShot,True,401823236
401823236113868872,Paige Engels missed Layup.,away,[{'id': '5241809'}],True,2,1,5241809,28,2,1005,572,LayUpShot,,401823236
401823236113868923,Izzy Adams made Free Throw.,home,[{'id': '5312952'}],True,1,1,5312952,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113868960,Izzy Adams made Free Throw.,home,[{'id': '5312952'}],True,1,1,5312952,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113869017,Maranda Nyborg missed Layup.,home,[{'id': '4703747'}],True,2,1,4703747,22,1,1005,572,LayUpShot,,401823236
401823236113869186,Mia Mancini missed Jumper.,home,[{'id': '5174514'}],True,2,1,5174514,34,12,1005,558,JumpShot,,401823236
401823236113869238,Olivia Fernandez made Free Throw.,home,[{'id': '5240671'}],True,1,1,5240671,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113869269,Olivia Fernandez missed Free Throw.,home,[{'id': '5240671'}],True,1,1,5240671,25,0,1004,540,MadeFreeThrow,,401823236
401823236113869312,Audrey Chen missed Three Point Jumper.,away,[{'id': '5241811'}],True,3,1,5241811,5,14,1006,558,JumpShot,,401823236
401823236113869314,Emily Pape missed Layup.,away,[{'id': '5108938'}],True,2,1,5108938,24,2,1005,572,LayUpShot,,401823236
401823236113869398,Mia Mancini made Layup.,home,[{'id': '5174514'}],True,2,1,5174514,23,1,1002,572,LayUpShot,True,401823236
401823236113869447,Emily Pape made Three Point Jumper. Assisted by Audrey Chen.,away,"[{'id': '5108938'}, {'id': '5241811'}]",True,3,1,5108938,20,26,1003,558,JumpShot,True,401823236
401823236113869831,Emily Pape made Three Point Jumper. Assisted by Kelsey Langston.,away,"[{'id': '5108938'}, {'id': '5241812'}]",True,3,2,5108938,39,21,1003,558,JumpShot,True,401823236
401823236113869883,Mimi Rubino missed Jumper.,home,[{'id': '4704428'}],True,2,2,4704428,16,3,1005,558,JumpShot,,401823236
401823236113869937,Izzy Adams missed Free Throw.,home,[{'id': '5312952'}],True,1,2,5312952,25,0,1004,540,MadeFreeThrow,,401823236
401823236113869993,Izzy Adams made Free Throw.,home,[{'id': '5312952'}],True,1,2,5312952,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113870036,Clarke Jackson missed Layup.,away,[{'id': '5176410'}],True,2,2,5176410,28,4,1005,572,LayUpShot,,401823236
401823236113870089,Grace Renners made Layup. Assisted by Audrey Chen.,away,"[{'id': '5313305'}, {'id': '5241811'}]",True,2,2,5313305,26,2,1002,572,LayUpShot,True,401823236
401823236113870100,Izzy Adams missed Three Point Jumper.,home,[{'id': '5312952'}],True,3,2,5312952,4,14,1006,558,JumpShot,,401823236
401823236113870129,Audrey Chen missed Three Point Jumper.,away,[{'id': '5241811'}],True,3,2,5241811,44,16,1006,558,JumpShot,,401823236
401823236113870215,Emily Pape missed Three Point Jumper.,away,[{'id': '5108938'}],True,3,2,5108938,47,12,1006,558,JumpShot,,401823236
401823236113870223,Mimi Rubino missed Three Point Jumper.,home,[{'id': '4704428'}],True,3,2,4704428,7,19,1006,558,JumpShot,,401823236
401823236113870277,Ally Pape missed Layup.,away,[{'id': '5313307'}],True,2,2,5313307,23,2,1005,572,LayUpShot,,401823236
401823236113870279,Grace Renners made Two Point Tip Shot.,away,[{'id': '5313305'}],True,2,2,5313305,25,1,1002,437,TipShot,True,401823236
401823236113870313,Maranda Nyborg missed Layup.,home,[{'id': '4703747'}],True,2,2,4703747,27,1,1005,572,LayUpShot,,401823236
401823236113870350,Emily Pape made Three Point Jumper. Assisted by Grace Renners.,away,"[{'id': '5108938'}, {'id': '5313305'}]",True,3,2,5108938,48,8,1003,558,JumpShot,True,401823236
401823236113870933,Mia Mancini made Three Point Jumper. Assisted by Mimi Rubino.,home,"[{'id': '5174514'}, {'id': '4704428'}]",True,3,2,5174514,48,1,1003,558,JumpShot,True,401823236
401823236113871002,Audrey Chen missed Jumper.,away,[{'id': '5241811'}],True,2,2,5241811,19,1,1005,558,JumpShot,,401823236
401823236113871178,Mia Mancini missed Three Point Jumper.,home,[{'id': '5174514'}],True,3,2,5174514,20,25,1006,558,JumpShot,,401823236
401823236113871272,Kelsey Langston missed Three Point Jumper.,away,[{'id': '5241812'}],True,3,2,5241812,47,10,1006,558,JumpShot,,401823236
401823236113871560,Rose Nelson missed Free Throw.,home,[{'id': '5107432'}],True,1,2,5107432,25,0,1004,540,MadeFreeThrow,,401823236
401823236113871594,Rose Nelson made Free Throw.,home,[{'id': '5107432'}],True,1,2,5107432,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113871651,Rachel Kaus missed Three Point Jumper.,away,[{'id': '5176408'}],True,3,2,5176408,26,25,1006,558,JumpShot,,401823236
401823236113871678,Martina Boba missed Three Point Jumper.,home,[{'id': '5174518'}],True,3,2,5174518,48,-1,1006,558,JumpShot,,401823236
401823236113871733,Vivienne Knee missed Jumper.,away,[{'id': '5108936'}],True,2,2,5108936,34,16,1005,558,JumpShot,,401823236
401823236113871781,Maranda Nyborg made Layup. Assisted by Rose Nelson.,home,"[{'id': '4703747'}, {'id': '5107432'}]",True,2,2,4703747,26,1,1002,572,LayUpShot,True,401823236
401823236113871969,Rose Nelson missed Jumper.,home,[{'id': '5107432'}],True,2,2,5107432,25,12,1005,558,JumpShot,,401823236
401823236113872032,Maranda Nyborg made Jumper. Assisted by Mia Mancini.,home,"[{'id': '4703747'}, {'id': '5174514'}]",True,2,2,4703747,7,0,1002,558,JumpShot,True,401823236
401823236113872074,Rachel Kaus made Layup. Assisted by Vivienne Knee.,away,"[{'id': '5176408'}, {'id': '5108936'}]",True,2,2,5176408,25,3,1002,572,LayUpShot,True,401823236
401823236113872124,Rachel Kaus made Free Throw.,away,[{'id': '5176408'}],True,1,2,5176408,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113872162,Mimi Rubino missed Layup.,home,[{'id': '4704428'}],True,2,2,4704428,27,2,1005,572,LayUpShot,,401823236
401823236113872321,Clarke Jackson missed Jumper.,away,[{'id': '5176410'}],True,2,2,5176410,25,18,1005,558,JumpShot,,401823236
401823236113872449,Rose Nelson missed Free Throw.,home,[{'id': '5107432'}],True,1,2,5107432,25,0,1004,540,MadeFreeThrow,,401823236
401823236113872463,Rose Nelson made Free Throw.,home,[{'id': '5107432'}],True,1,2,5107432,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113872654,Abbey Lindsey missed Layup.,home,[{'id': '5174536'}],True,2,2,5174536,23,3,1005,572,LayUpShot,,401823236
401823236113872688,Rose Nelson made Two Point Tip Shot.,home,[{'id': '5107432'}],True,2,2,5107432,25,1,1002,437,TipShot,True,401823236
401823236113872718,Vivienne Knee made Jumper. Assisted by Kelsey Langston.,away,"[{'id': '5108936'}, {'id': '5241812'}]",True,2,2,5108936,44,-2,1002,558,JumpShot,True,401823236
401823236113872807,Martina Boba missed Three Point Jumper.,home,[{'id': '5174518'}],True,3,2,5174518,48,-1,1006,558,JumpShot,,401823236
401823236113875090,Emily Pape missed Jumper.,away,[{'id': '5108938'}],True,2,3,5108938,14,10,1005,558,JumpShot,,401823236
401823236113875131,Mia Mancini missed Layup.,home,[{'id': '5174514'}],True,2,3,5174514,23,1,1005,572,LayUpShot,,401823236
401823236113875384,Mimi Rubino missed Free Throw.,home,[{'id': '4704428'}],True,1,3,4704428,25,0,1004,540,MadeFreeThrow,,401823236
401823236113875432,Mimi Rubino made Free Throw.,home,[{'id': '4704428'}],True,1,3,4704428,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113875564,Grace Renners made Three Point Jumper. Assisted by Rachel Kaus.,away,"[{'id': '5313305'}, {'id': '5176408'}]",True,3,3,5313305,1,1,1003,558,JumpShot,True,401823236
401823236113875746,Maranda Nyborg missed Jumper.,home,[{'id': '4703747'}],True,2,3,4703747,25,6,1005,558,JumpShot,,401823236
401823236113876112,Mimi Rubino missed Three Point Jumper.,home,[{'id': '4704428'}],True,3,3,4704428,2,-1,1006,558,JumpShot,,401823236
401823236113876169,Martina Boba missed Three Point Jumper.,home,[{'id': '5174518'}],True,3,3,5174518,2,-3,1006,558,JumpShot,,401823236
401823236113876174,Nia Scott made Layup.,home,[{'id': '5174519'}],True,2,3,5174519,28,1,1002,572,LayUpShot,True,401823236
401823236113876288,Rachel Kaus made Layup.,away,[{'id': '5176408'}],True,2,3,5176408,23,3,1002,572,LayUpShot,True,401823236
401823236113876542,Mimi Rubino missed Jumper.,home,[{'id': '4704428'}],True,2,3,4704428,37,14,1005,558,JumpShot,,401823236
401823236113876772,Kelsey Langston made Layup. Assisted by Rachel Kaus.,away,"[{'id': '5241812'}, {'id': '5176408'}]",True,2,3,5241812,26,1,1002,572,LayUpShot,True,401823236
401823236113876905,Mia Mancini missed Three Point Jumper.,home,[{'id': '5174514'}],True,3,3,5174514,4,11,1006,558,JumpShot,,401823236
401823236113877331,Grace Renners missed Three Point Jumper.,away,[{'id': '5313305'}],True,3,3,5313305,22,27,1006,558,JumpShot,,401823236
401823236113877395,Mia Mancini made Layup.,home,[{'id': '5174514'}],True,2,3,5174514,24,2,1002,572,LayUpShot,True,401823236
401823236113877730,Mia Mancini missed Jumper.,home,[{'id': '5174514'}],True,2,3,5174514,33,16,1005,558,JumpShot,,401823236
401823236113877806,Nia Scott made Layup.,home,[{'id': '5174519'}],True,2,3,5174519,23,0,1002,572,LayUpShot,True,401823236
401823236113878823,Paige Engels missed Free Throw.,away,[{'id': '5241809'}],True,1,3,5241809,25,0,1004,540,MadeFreeThrow,,401823236
401823236113878917,Paige Engels made Free Throw.,away,[{'id': '5241809'}],True,1,3,5241809,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113879011,Izzy Adams made Three Point Jumper. Assisted by Mia Mancini.,home,"[{'id': '5312952'}, {'id': '5174514'}]",True,3,3,5312952,9,18,1003,558,JumpShot,True,401823236
401823236113879262,Paige Engels made Free Throw.,away,[{'id': '5241809'}],True,1,3,5241809,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113879338,Paige Engels made Free Throw.,away,[{'id': '5241809'}],True,1,3,5241809,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113879571,Izzy Adams made Layup.,home,[{'id': '5312952'}],True,2,3,5312952,29,11,1002,572,LayUpShot,True,401823236
401823236113879581,Grace Renners missed Three Point Jumper.,away,[{'id': '5313305'}],True,3,3,5313305,21,25,1006,558,JumpShot,,401823236
401823236113879859,Mia Mancini made Three Point Jumper. Assisted by Nia Scott.,home,"[{'id': '5174514'}, {'id': '5174519'}]",True,3,3,5174514,2,9,1003,558,JumpShot,True,401823236
401823236113881285,Rachel Kaus missed Jumper.,away,[{'id': '5176408'}],True,2,3,5176408,38,15,1005,558,JumpShot,,401823236
401823236113881436,Mia Mancini made Three Point Jumper. Assisted by Izzy Adams.,home,"[{'id': '5174514'}, {'id': '5312952'}]",True,3,3,5174514,2,-1,1003,558,JumpShot,True,401823236
401823236113881522,Rachel Kaus missed Layup.,away,[{'id': '5176408'}],True,2,3,5176408,22,3,1005,572,LayUpShot,,401823236
401823236113881729,Clarke Jackson missed Jumper.,away,[{'id': '5176410'}],True,2,3,5176410,37,6,1005,558,JumpShot,,401823236
401823236113882181,Clarke Jackson missed Free Throw.,away,[{'id': '5176410'}],True,1,3,5176410,25,0,1004,540,MadeFreeThrow,,401823236
401823236113882221,Clarke Jackson made Free Throw.,away,[{'id': '5176410'}],True,1,3,5176410,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113882344,Mimi Rubino missed Layup.,home,[{'id': '4704428'}],True,2,3,4704428,22,3,1005,572,LayUpShot,,401823236
401823236113882346,Mia Mancini made Three Point Jumper. Assisted by Nia Scott.,home,"[{'id': '5174514'}, {'id': '5174519'}]",True,3,3,5174514,43,17,1003,558,JumpShot,True,401823236
401823236113883947,Nia Scott missed Layup.,home,[{'id': '5174519'}],True,2,4,5174519,27,3,1005,572,LayUpShot,,401823236
401823236113884100,Emily Pape missed Three Point Jumper.,away,[{'id': '5108938'}],True,3,4,5108938,42,18,1006,558,JumpShot,,401823236
401823236113884128,Mimi Rubino made Layup. Assisted by Mia Mancini.,home,"[{'id': '4704428'}, {'id': '5174514'}]",True,2,4,4704428,27,2,1002,572,LayUpShot,True,401823236
401823236113884319,Clarke Jackson missed Layup.,away,[{'id': '5176410'}],True,2,4,5176410,30,4,1005,572,LayUpShot,,401823236
401823236113884322,Nia Scott made Layup. Assisted by Rose Nelson.,home,"[{'id': '5174519'}, {'id': '5107432'}]",True,2,4,5174519,27,1,1002,572,LayUpShot,True,401823236
401823236113885890,Rose Nelson missed Layup.,home,[{'id': '5107432'}],True,2,4,5107432,23,3,1005,572,LayUpShot,,401823236
401823236113886022,Ally Pape made Three Point Jumper. Assisted by Paige Engels.,away,"[{'id': '5313307'}, {'id': '5241809'}]",True,3,4,5313307,10,22,1003,558,JumpShot,True,401823236
401823236113886183,Mia Mancini missed Three Point Jumper.,home,[{'id': '5174514'}],True,3,4,5174514,36,24,1006,558,JumpShot,,401823236
401823236113886255,Mimi Rubino made Layup.,home,[{'id': '4704428'}],True,2,4,4704428,30,2,1002,572,LayUpShot,True,401823236
401823236113886392,Ally Pape missed Three Point Jumper.,away,[{'id': '5313307'}],True,3,4,5313307,33,24,1006,558,JumpShot,,401823236
401823236113887070,Ally Pape missed Jumper.,away,[{'id': '5313307'}],True,2,4,5313307,21,12,1005,558,JumpShot,,401823236
401823236113887316,Mimi Rubino missed Three Point Jumper.,home,[{'id': '4704428'}],True,3,4,4704428,8,17,1006,558,JumpShot,,401823236
401823236113887941,Mia Mancini made Layup.,home,[{'id': '5174514'}],True,2,4,5174514,27,1,1002,572,LayUpShot,True,401823236
401823236113888173,Rachel Kaus missed Jumper.,away,[{'id': '5176408'}],True,2,4,5176408,36,1,1005,558,JumpShot,,401823236
401823236113888257,Vivienne Knee made Jumper. Assisted by Audrey Chen.,away,"[{'id': '5108936'}, {'id': '5241811'}]",True,2,4,5108936,20,2,1002,558,JumpShot,True,401823236
401823236113888892,Rachel Kaus missed Layup.,away,[{'id': '5176408'}],True,2,4,5176408,22,4,1005,572,LayUpShot,,401823236
401823236113889452,Abbey Lindsey made Free Throw.,home,[{'id': '5174536'}],True,1,4,5174536,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113889510,Abbey Lindsey made Free Throw.,home,[{'id': '5174536'}],True,1,4,5174536,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113889695,Willa Chinn missed Three Point Jumper.,away,[{'id': '5313306'}],True,3,4,5313306,45,15,1006,558,JumpShot,,401823236
401823236113890315,Willa Chinn missed Free Throw.,away,[{'id': '5313306'}],True,1,4,5313306,25,0,1004,540,MadeFreeThrow,,401823236
401823236113890320,Willa Chinn missed Free Throw.,away,[{'id': '5313306'}],True,1,4,5313306,25,0,1004,540,MadeFreeThrow,,401823236
401823236113890475,Jaida Guerra missed Three Point Jumper.,home,[{'id': '5312949'}],True,3,4,5312949,49,-1,1006,558,JumpShot,,401823236
401823236113890678,Ally Pape missed Layup.,away,[{'id': '5313307'}],True,2,4,5313307,22,4,1005,572,LayUpShot,,401823236
401823236113890896,Ashley Childers missed Free Throw.,away,[{'id': '5313304'}],True,1,4,5313304,25,0,1004,540,MadeFreeThrow,,401823236
401823236113891069,Ashley Childers missed Free Throw.,away,[{'id': '5313304'}],True,1,4,5313304,25,0,1004,540,MadeFreeThrow,,401823236
401823236113891233,Nia Scott missed Layup.,home,[{'id': '5174519'}],True,2,4,5174519,20,4,1005,572,LayUpShot,,401823236
401823236113891587,Ally Pape made Free Throw.,away,[{'id': '5313307'}],True,1,4,5313307,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113891644,Ally Pape made Free Throw.,away,[{'id': '5313307'}],True,1,4,5313307,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113891845,Abbey Lindsey made Layup.,home,[{'id': '5174536'}],True,2,4,5174536,26,4,1002,572,LayUpShot,True,401823236
401823236113891990,Audrey Chen missed Layup.,away,[{'id': '5241811'}],True,2,4,5241811,27,4,1005,572,LayUpShot,,401823236
401823236113892259,Abbey Lindsey made Free Throw.,home,[{'id': '5174536'}],True,1,4,5174536,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113892349,Abbey Lindsey made Free Throw.,home,[{'id': '5174536'}],True,1,4,5174536,25,0,1001,540,MadeFreeThrow,True,401823236
401823236113892524,Willa Chinn missed Jumper.,away,[{'id': '5313306'}],True,2,4,5313306,22,11,1005,558,JumpShot,,401823236
401823236113892911,Audrey Chen missed Three Point Jumper.,away,[{'id': '5241811'}],True,3,4,5241811,46,12,1006,558,JumpShot,,401823236
401819779114115721,Emily Pape missed Three Point Jumper.,away,[{'id': '5108938'}],True,3,1,5108938,3,11,1006,558,JumpShot,,401819779
401819779114115829,Mikayla Johnson missed Three Point Jumper.,home,[{'id': '5136989'}],True,3,1,5136989,28,26,1006,558,JumpShot,,401819779
401819779114115831,Angel Jones missed Jumper.,home,[{'id': '5109408'}],True,2,1,5109408,35,6,1005,558,JumpShot,,401819779
401819779114115852,Rachel Kaus missed Layup.,away,[{'id': '5176408'}],True,2,1,5176408,21,3,1005,572,LayUpShot,,401819779
401819779114115899,Angel Jones made Jumper.,home,[{'id': '5109408'}],True,2,1,5109408,16,9,1002,558,JumpShot,True,401819779
401819779114116031,Kelsey Langston made Jumper. Assisted by Paige Engels.,away,"[{'id': '5241812'}, {'id': '5241809'}]",True,2,1,5241812,39,13,1002,558,JumpShot,True,401819779
401819779114116044,Lauren Rust missed Three Point Jumper.,home,[{'id': '5174429'}],True,3,1,5174429,36,24,1006,558,JumpShot,,401819779
401819779114116072,Angel Jones missed Three Point Jumper.,home,[{'id': '5109408'}],True,3,1,5109408,47,12,1006,558,JumpShot,,401819779
401819779114116076,Fatima Diakhate made Two Point Tip Shot.,home,[{'id': '5105422'}],True,2,1,5105422,25,1,1002,437,TipShot,True,401819779
401819779114116116,Rachel Kaus made Jumper. Assisted by Clarke Jackson.,away,"[{'id': '5176408'}, {'id': '5176410'}]",True,2,1,5176408,32,6,1002,558,JumpShot,True,401819779
401819779114116121,Mikayla Johnson missed Three Point Jumper.,home,[{'id': '5136989'}],True,3,1,5136989,3,3,1006,558,JumpShot,,401819779
401819779114116148,Fatima Diakhate made Jumper.,home,[{'id': '5105422'}],True,2,1,5105422,30,7,1002,558,JumpShot,True,401819779
401819779114116153,Clarke Jackson made Jumper. Assisted by Rachel Kaus.,away,"[{'id': '5176410'}, {'id': '5176408'}]",True,2,1,5176410,15,9,1002,558,JumpShot,True,401819779
401819779114116197,Angel Jones missed Jumper.,home,[{'id': '5109408'}],True,2,1,5109408,23,8,1005,558,JumpShot,,401819779
401819779114116299,Theresa Hagans Jr. missed Three Point Jumper.,home,[{'id': '5312405'}],True,3,1,5312405,6,14,1006,558,JumpShot,,401819779
401819779114116577,Lauren Rust missed Jumper.,home,[{'id': '5174429'}],True,2,1,5174429,26,8,1005,558,JumpShot,,401819779
401819779114116632,Rachel Kaus missed Jumper.,away,[{'id': '5176408'}],True,2,1,5176408,22,16,1005,558,JumpShot,,401819779
401819779114116673,Angel Jones missed Jumper.,home,[{'id': '5109408'}],True,2,1,5109408,32,17,1005,558,JumpShot,,401819779
401819779114116737,Clarke Jackson made Three Point Jumper. Assisted by Emily Pape.,away,"[{'id': '5176410'}, {'id': '5108938'}]",True,3,1,5176410,48,0,1003,558,JumpShot,True,401819779
401819779114116767,Carla Viegas made Three Point Jumper. Assisted by Theresa Hagans Jr..,home,"[{'id': '5174412'}, {'id': '5312405'}]",True,3,1,5174412,3,8,1003,558,JumpShot,True,401819779
401819779114116796,Clarke Jackson made Jumper. Assisted by Kelsey Langston.,away,"[{'id': '5176410'}, {'id': '5241812'}]",True,2,1,5176410,28,17,1002,558,JumpShot,True,401819779
401819779114116844,Ally Pape made Three Point Jumper. Assisted by Emily Pape.,away,"[{'id': '5313307'}, {'id': '5108938'}]",True,3,1,5313307,33,23,1003,558,JumpShot,True,401819779
401819779114116873,Carla Viegas missed Three Point Jumper.,home,[{'id': '5174412'}],True,3,1,5174412,24,25,1006,558,JumpShot,,401819779
401819779114116926,Emily Pape missed Jumper.,away,[{'id': '5108938'}],True,2,1,5108938,11,5,1005,558,JumpShot,,401819779
401819779114116948,Angel Jones missed Jumper.,home,[{'id': '5109408'}],True,2,1,5109408,25,17,1005,558,JumpShot,,401819779
401819779114116977,Rachel Kaus made Jumper.,away,[{'id': '5176408'}],True,2,1,5176408,27,4,1002,558,JumpShot,True,401819779
401819779114117096,Fatima Diakhate made Layup. Assisted by Carla Viegas.,home,"[{'id': '5105422'}, {'id': '5174412'}]",True,2,1,5105422,27,2,1002,572,LayUpShot,True,401819779
401819779114117131,Paige Engels missed Jumper.,away,[{'id': '5241809'}],True,2,1,5241809,20,8,1005,558,JumpShot,,401819779
401819779114117156,Grace Renners missed Jumper.,away,[{'id': '5313305'}],True,2,1,5313305,27,6,1005,558,JumpShot,,401819779
401819779114117172,Megan Hollingsworth made Jumper.,home,[{'id': '5312409'}],True,2,1,5312409,28,16,1002,558,JumpShot,True,401819779
401819779114117444,Ally Pape missed Jumper.,away,[{'id': '5313307'}],True,2,2,5313307,36,12,1005,558,JumpShot,,401819779
401819779114117479,Carla Viegas made Three Point Jumper. Assisted by Megan Hollingsworth.,home,"[{'id': '5174412'}, {'id': '5312409'}]",True,3,2,5174412,25,25,1003,558,JumpShot,True,401819779
401819779114117509,Grace Renners made Three Point Jumper. Assisted by Kelsey Langston.,away,"[{'id': '5313305'}, {'id': '5241812'}]",True,3,2,5313305,17,24,1003,558,JumpShot,True,401819779
401819779114117516,Nylah Wilson made Jumper.,home,[{'id': '5312406'}],True,2,2,5312406,13,13,1002,558,JumpShot,True,401819779
401819779114117614,Megan Hollingsworth missed Jumper.,home,[{'id': '5312409'}],True,2,2,5312409,21,11,1005,558,JumpShot,,401819779
401819779114117627,Paige Engels made Layup. Assisted by Emily Pape.,away,"[{'id': '5241809'}, {'id': '5108938'}]",True,2,2,5241809,22,3,1002,572,LayUpShot,True,401819779
401819779114117643,Megan Hollingsworth missed Three Point Jumper.,home,[{'id': '5312409'}],True,3,2,5312409,40,20,1006,558,JumpShot,,401819779
401819779114117651,Rachel Kaus made Layup. Assisted by Paige Engels.,away,"[{'id': '5176408'}, {'id': '5241809'}]",True,2,2,5176408,23,4,1002,572,LayUpShot,True,401819779
401819779114117682,Fatima Diakhate made Jumper. Assisted by Carla Viegas.,home,"[{'id': '5105422'}, {'id': '5174412'}]",True,2,2,5105422,24,6,1002,558,JumpShot,True,401819779
401819779114117723,Emily Pape missed Three Point Jumper.,away,[{'id': '5108938'}],True,3,2,5108938,4,11,1006,558,JumpShot,,401819779
401819779114117752,Megan Hollingsworth made Layup.,home,[{'id': '5312409'}],True,2,2,5312409,27,3,1002,572,LayUpShot,True,401819779
401819779114117788,Emily Pape made Three Point Jumper. Assisted by Clarke Jackson.,away,"[{'id': '5108938'}, {'id': '5176410'}]",True,3,2,5108938,7,15,1003,558,JumpShot,True,401819779
401819779114117793,Jayda Queeley missed Layup.,home,[{'id': '5312407'}],True,2,2,5312407,29,5,1005,572,LayUpShot,,401819779
401819779114117914,Nylah Wilson made Free Throw.,home,[{'id': '5312406'}],True,1,2,5312406,25,0,1001,540,MadeFreeThrow,True,401819779
401819779114117921,Nylah Wilson made Free Throw.,home,[{'id': '5312406'}],True,1,2,5312406,25,0,1001,540,MadeFreeThrow,True,401819779
401819779114118033,Nylah Wilson missed Three Point Jumper.,home,[{'id': '5312406'}],True,3,2,5312406,35,25,1006,558,JumpShot,,401819779
401819779114118040,Angela Le Faou made Layup. Assisted by Mikayla Johnson.,home,"[{'id': '5312408'}, {'id': '5136989'}]",True,2,2,5312408,27,2,1002,572,LayUpShot,True,401819779
401819779114118075,Clarke Jackson missed Jumper.,away,[{'id': '5176410'}],True,2,2,5176410,13,3,1005,558,JumpShot,,401819779
401819779114118077,Mikayla Johnson missed Layup.,home,[{'id': '5136989'}],True,2,2,5136989,22,3,1005,572,LayUpShot,,401819779
401819779114118130,Clarke Jackson made Layup. Assisted by Rachel Kaus.,away,"[{'id': '5176410'}, {'id': '5176408'}]",True,2,2,5176410,26,3,1002,572,LayUpShot,True,401819779
401819779114118685,Rachel Kaus missed Jumper.,away,[{'id': '5176408'}],True,2,2,5176408,38,11,1005,558,JumpShot,,401819779
401819779114118767,Nylah Wilson made Layup.,home,[{'id': '5312406'}],True,2,2,5312406,27,2,1002,572,LayUpShot,True,401819779
401819779114118775,Emily Pape missed Three Point Jumper.,away,[{'id': '5108938'}],True,3,2,5108938,42,16,1006,558,JumpShot,,401819779
